x,Curve1
4207.48,7.51955
4299.32,7.53631
4387.76,7.53631
4401.36,10.352
4520.41,10.4022
4625.85,10.4525
4744.9,10.5196
4863.95,10.5866
4989.8,10.6536
5108.84,10.7039
5227.89,10.7709
5350.34,10.838
5469.39,10.905
5588.44,10.9721
5714.29,11.0391
5843.54,11.1061
5972.79,11.1732
6105.44,11.2402
6231.29,11.2905
6357.14,11.3408
6482.99,11.4078
6598.64,11.4581
6707.48,11.4916
6816.33,11.5251
6911.56,11.5419
6989.8,11.5587
