x,Curve1
4397.06,10.3762
4497.49,10.4045
4597.89,10.4539
4698.3,10.4963
4798.71,10.5457
4896.16,10.6021
4999.51,10.6585
5247.56,10.8065
5498.56,10.9545
5749.56,11.0954
6000.58,11.2154
6251.6,11.3284
6499.68,11.4273
6750.72,11.5263
7001.77,11.6042
