132921	
	0.5407894135	-4.919733809e-19	0.5399027116	-4.943543536e-19	-0.02184075002
	0.5390115039	4.967353263e-19	0.5395875581	-0.0005305292388	0.5403534796
	-0.0005388855878	0.5381157407	-6.259755944e-31	-0.02208353173	0.5378274619
	-0.0005303801397	0.5386947206	-0.0005332372597	0.5372154215	5.014972717e-19
	0.5335675981	1.277552906e-19	0.5299222616	-6.88889366e-31	0.5308280206
	-6.829906251e-31	-0.02309480039	0.5304916163	-0.0005249324789	0.5322493696
	-0.0005482465863	0.5326438303	4.171392348e-19	-0.02283960608	0.5317382316
	-6.76955048e-31	0.5331869496	-0.0005287591241	0.5313417419	-0.0005510316121
	0.5363104742	-2.519391222e-19	-0.02233083935	0.5360689988	-0.0006314109032
	0.5354008813	5.062592171e-19	0.5344865773	-2.543200949e-19	-0.02258282299
	0.5369256303	-0.000533093473	0.5351581307	-0.0006346698509	0.5341079446
	-0.0005260361413	0.5442918671	-5.962560814e-31	0.541237923	-0.0005361659373
	0.5425494569	9.744228709e-19	0.5433574906	-0.0004981937299	0.5440411448
	-0.0005276432041	0.5434228319	9.696609255e-19	-0.02136838649	0.5416716316
	-6.062261217e-31	-0.02160241876	0.5419391507	-0.0005987945501	0.5424837583
	-0.000500709512	0.5449070979	-0.000525013771	0.5457398398	-0.0004908657208
	0.5451565363	-5.93860037e-31	-0.02113868594	0.5460169275	-5.919160488e-31
	0.5455963567	-0.001014852122	0.5416341513	-0.001135643395	0.5409177454
	-0.001075053927	-0.0217351834	0.5401519723	-0.001069055801	0.5417578716
	-0.001602305749	0.541036594	-0.001617545574	0.5368149722	-0.001163067846
	0.5393837096	-0.001555192419	0.5402689281	-0.001613936798	0.5377943543
	-0.001643880353	0.5385174666	-0.001557375125	0.5385177873	-0.001062769005
	0.5393828536	-0.001063008897	-0.02194168428	0.5376484466	-0.001062535421
	-0.02217771698	0.5286673768	-0.0005309092125	0.5295841302	-0.0005275868547
	0.5290119075	-6.947324326e-31	-0.02335212971	0.5280969558	-7.004997145e-31
	0.5293441351	-0.001057843297	0.5243902563	-7.229337304e-31	0.5269543125
	-0.0005874511623	0.5271773409	-7.062107144e-31	-0.02361430924	0.5252570067
	-0.000514513959	0.5260288677	-0.0005904552151	0.5262530588	-7.118476276e-31
	0.5253240155	-7.174257774e-31	-0.02388131904	0.5277506426	-0.0005336041209
	0.5243228678	-0.0005171558744	0.5349083391	-0.001160087694	0.5335931003
	-0.001562629816	0.5344286355	-0.001498444641	0.5338340392	-0.001054342219
	-0.02270315205	0.532903113	-0.0010765289	0.5326640114	-0.001587541265
	0.5311142917	-0.001075521761	0.5302573958	-0.001051862503	-0.02320486167
	0.5300231229	-0.00147161254	0.531840788	-0.001682096131	0.5319674234
	-0.001098948018	-0.02296663874	0.5309806866	-0.001661394172	0.5308425861
	-0.002080864487	0.5363123798	-0.001919645896	0.5359810279	-0.0012646107
	-0.02241902403	0.5369830162	-0.001747249855	0.5355185198	-0.001601300829
	0.5527631273	-5.831561376e-31	0.5468730249	-9.506131439e-19	-0.02091306538
	0.546597347	-0.0004884303621	0.5474483534	-0.0005205873364	0.5477249125
	9.458511985e-19	0.5510971317	-7.463071321e-19	0.5517511941	-0.0004887792955
	0.5525275408	-0.0004355392786	0.551932164	-1.061297241e-18	-0.02025856622
	0.5509152414	-0.000491196055	0.5482974088	-0.0005180145465	0.5491836402
	-0.0005175114857	0.5502579502	-1.071008851e-18	-0.02047340512	0.5494173507
	9.363200775e-19	0.5500254295	-0.0005149625049	0.5485725656	-9.410892531e-19
	-0.02069143897	0.5440821082	-0.0010242905	0.5433156072	-0.001666256529
